Freq.	V(vout3)/(V(vp)-V(vm))
3.46736850452528e+001	(4.00484156239776e+001dB,-1.78754069912534e+002°)
3.54813389233572e+001	(4.00482559256945e+001dB,-1.78810752981156e+002°)
3.63078054770098e+001	(4.00481042318752e+001dB,-1.78866801090013e+002°)
3.71535229097169e+001	(4.00479602221180e+001dB,-1.78922244260162e+002°)
3.80189396320557e+001	(4.00478235920389e+001dB,-1.78977112172220e+002°)
3.89045144994276e+001	(4.00476940526931e+001dB,-1.79031434183641e+002°)
3.98107170553493e+001	(4.00475713306178e+001dB,-1.79085239345396e+002°)
4.07380277804108e+001	(4.00474551656612e+001dB,-1.79138556418671e+002°)
4.16869383470331e+001	(4.00473453128859e+001dB,-1.79191413891163e+002°)
4.26579518801588e+001	(4.00472415396398e+001dB,-1.79243839993308e+002°)
4.36515832240161e+001	(4.00471436262341e+001dB,-1.79295862714096e+002°)
4.46683592150958e+001	(4.00470513661436e+001dB,-1.79347509816981e+002°)
4.57088189614870e+001	(4.00469645634827e+001dB,-1.79398808855362e+002°)
4.67735141287193e+001	(4.00468830351241e+001dB,-1.79449787188018e+002°)
4.78630092322633e+001	(4.00468066083596e+001dB,-1.79500471994410e+002°)
4.89778819368441e+001	(4.00467351216013e+001dB,-1.79550890289778e+002°)
5.01187233627267e+001	(4.00466684230742e+001dB,-1.79601068940175e+002°)
5.12861383991359e+001	(4.00466063723948e+001dB,-1.79651034677276e+002°)
5.24807460249767e+001	(4.00465488375829e+001dB,-1.79700814113228e+002°)
5.37031796370247e+001	(4.00464956971066e+001dB,-1.79750433755345e+002°)
5.49540873857618e+001	(4.00464468385917e+001dB,-1.79799920020612e+002°)
5.62341325190343e+001	(4.00464021584539e+001dB,-1.79849299250292e+002°)
5.75439937337150e+001	(4.00463615620340e+001dB,-1.79898597724335e+002°)
5.88843655355582e+001	(4.00463249635670e+001dB,-1.79947841675866e+002°)
6.02559586074351e+001	(4.00462922855118e+001dB,-1.79997057305394e+002°)
6.16595001861475e+001	(4.00462634586671e+001dB,1.79953729204715e+002°)
6.30957344480186e+001	(4.00462384217159e+001dB,1.79904491676002e+002°)
6.45654229034648e+001	(4.00462171222279e+001dB,1.79855203919662e+002°)
6.60693448007589e+001	(4.00461995145324e+001dB,1.79805839722196e+002°)
6.76082975391974e+001	(4.00461855617244e+001dB,1.79756372831097e+002°)
6.91830970918929e+001	(4.00461752339547e+001dB,1.79706776940755e+002°)
7.07945784384130e+001	(4.00461685095331e+001dB,1.79657025677918e+002°)
7.24435960074982e+001	(4.00461653740197e+001dB,1.79607092587392e+002°)
7.41310241300909e+001	(4.00461658211217e+001dB,1.79556951117744e+002°)
7.58577575029175e+001	(4.00461698517227e+001dB,1.79506574606771e+002°)
7.76247116628683e+001	(4.00461774736376e+001dB,1.79455936267019e+002°)
7.94328234724272e+001	(4.00461887040284e+001dB,1.79405009171212e+002°)
8.12830516164090e+001	(4.00462035658118e+001dB,1.79353766237616e+002°)
8.31763771102661e+001	(4.00462220909845e+001dB,1.79302180215256e+002°)
8.51138038202366e+001	(4.00462443185800e+001dB,1.79250223669127e+002°)
8.70963589956070e+001	(4.00462702954821e+001dB,1.79197868965271e+002°)
8.91250938133735e+001	(4.00463000767675e+001dB,1.79145088255673e+002°)
9.12010839355899e+001	(4.00463337254950e+001dB,1.79091853462977e+002°)
9.33254300796980e+001	(4.00463713130400e+001dB,1.79038136265465e+002°)
9.54992586021425e+001	(4.00464129184944e+001dB,1.78983908081099e+002°)
9.77237220955799e+001	(4.00464586303891e+001dB,1.78929140052337e+002°)
9.99999999999988e+001	(4.00465085449410e+001dB,1.78873803030182e+002°)
1.02329299228074e+002	(4.00465627684341e+001dB,1.78817867558052e+002°)
1.04712854805089e+002	(4.00466214150293e+001dB,1.78761303855820e+002°)
1.07151930523759e+002	(4.00466846090615e+001dB,1.78704081803320e+002°)
1.09647819614317e+002	(4.00467524840408e+001dB,1.78646170923726e+002°)
1.12201845430195e+002	(4.00468251838306e+001dB,1.78587540366906e+002°)
1.14815362149687e+002	(4.00469028619999e+001dB,1.78528158892207e+002°)
1.17489755493952e+002	(4.00469856827286e+001dB,1.78467994851175e+002°)
1.20226443461740e+002	(4.00470738213565e+001dB,1.78407016170133e+002°)
1.23026877081237e+002	(4.00471674642035e+001dB,1.78345190332067e+002°)
1.25892541179415e+002	(4.00472668092716e+001dB,1.78282484358877e+002°)
1.28824955169312e+002	(4.00473720667057e+001dB,1.78218864792677e+002°)
1.31825673855639e+002	(4.00474834587970e+001dB,1.78154297677005e+002°)
1.34896288259164e+002	(4.00476012210404e+001dB,1.78088748537963e+002°)
1.38038426460287e+002	(4.00477256024581e+001dB,1.78022182364661e+002°)
1.41253754462274e+002	(4.00478568655438e+001dB,1.77954563589552e+002°)
1.44543977074591e+002	(4.00479952878827e+001dB,1.77885856067942e+002°)
1.47910838816819e+002	(4.00481411618014e+001dB,1.77816023057876e+002°)
1.51356124843619e+002	(4.00482947954379e+001dB,1.77745027198835e+002°)
1.54881661891246e+002	(4.00484565128332e+001dB,1.77672830490513e+002°)
1.58489319246109e+002	(4.00486266559232e+001dB,1.77599394270777e+002°)
1.62181009735891e+002	(4.00488055835064e+001dB,1.77524679193562e+002°)
1.65958690743754e+002	(4.00489936731157e+001dB,1.77448645205774e+002°)
1.69824365246172e+002	(4.00491913216116e+001dB,1.77371251524332e+002°)
1.73780082874935e+002	(4.00493989461531e+001dB,1.77292456611977e+002°)
1.77827941003890e+002	(4.00496169844077e+001dB,1.77212218152840e+002°)
1.81970085860996e+002	(4.00498458960301e+001dB,1.77130493027674e+002°)
1.86208713666284e+002	(4.00500861632291e+001dB,1.77047237288124e+002°)
1.90546071796322e+002	(4.00503382925905e+001dB,1.76962406130290e+002°)
1.94984459975802e+002	(4.00506028152519e+001dB,1.76875953868249e+002°)
1.99526231496885e+002	(4.00508802877686e+001dB,1.76787833905893e+002°)
2.04173794466950e+002	(4.00511712946923e+001dB,1.76697998708842e+002°)
2.08929613085401e+002	(4.00514764480761e+001dB,1.76606399775785e+002°)
2.13796208950221e+002	(4.00517963900721e+001dB,1.76512987607664e+002°)
2.18776162394953e+002	(4.00521317930210e+001dB,1.76417711677730e+002°)
2.23872113856831e+002	(4.00524833620060e+001dB,1.76320520399698e+002°)
2.29086765276774e+002	(4.00528518358706e+001dB,1.76221361095143e+002°)
2.34422881531989e+002	(4.00532379882271e+001dB,1.76120179960566e+002°)
2.39883291901946e+002	(4.00536426296085e+001dB,1.76016922032346e+002°)
2.45470891568500e+002	(4.00540666087081e+001dB,1.75911531151362e+002°)
2.51188643150955e+002	(4.00545108149595e+001dB,1.75803949926975e+002°)
2.57039578276883e+002	(4.00549761789705e+001dB,1.75694119698881e+002°)
2.63026799189535e+002	(4.00554636754244e+001dB,1.75581980498529e+002°)
2.69153480392688e+002	(4.00559743245763e+001dB,1.75467471008394e+002°)
2.75422870333813e+002	(4.00565091951941e+001dB,1.75350528521484e+002°)
2.81838293126442e+002	(4.00570694048606e+001dB,1.75231088897234e+002°)
2.88403150312657e+002	(4.00576561243659e+001dB,1.75109086519112e+002°)
2.95120922666635e+002	(4.00582705780412e+001dB,1.74984454246548e+002°)
3.01995172040198e+002	(4.00589140477869e+001dB,1.74857123369200e+002°)
3.09029543251355e+002	(4.00595878746328e+001dB,1.74727023557410e+002°)
3.16227766016834e+002	(4.00602934616333e+001dB,1.74594082811207e+002°)
3.23593656929624e+002	(4.00610322771462e+001dB,1.74458227407506e+002°)
3.31131121482587e+002	(4.00618058563763e+001dB,1.74319381845440e+002°)
3.38844156139198e+002	(4.00626158063263e+001dB,1.74177468790476e+002°)
3.46736850452527e+002	(4.00634638067521e+001dB,1.74032409013810e+002°)
3.54813389233571e+002	(4.00643516148542e+001dB,1.73884121332933e+002°)
3.63078054770097e+002	(4.00652810681800e+001dB,1.73732522546199e+002°)
3.71535229097168e+002	(4.00662540881644e+001dB,1.73577527368466e+002°)
3.80189396320556e+002	(4.00672726835627e+001dB,1.73419048360488e+002°)
3.89045144994275e+002	(4.00683389548868e+001dB,1.73256995858213e+002°)
3.98107170553492e+002	(4.00694550973579e+001dB,1.73091277897613e+002°)
4.07380277804107e+002	(4.00706234057984e+001dB,1.72921800136771e+002°)
4.16869383470330e+002	(4.00718462782238e+001dB,1.72748465773904e+002°)
4.26579518801587e+002	(4.00731262209755e+001dB,1.72571175463403e+002°)
4.36515832240160e+002	(4.00744658522885e+001dB,1.72389827226397e+002°)
4.46683592150957e+002	(4.00758679079676e+001dB,1.72204316358155e+002°)
4.57088189614869e+002	(4.00773352456596e+001dB,1.72014535330932e+002°)
4.67735141287192e+002	(4.00788708496866e+001dB,1.71820373692381e+002°)
4.78630092322632e+002	(4.00804778372785e+001dB,1.71621717960003e+002°)
4.89778819368439e+002	(4.00821594626236e+001dB,1.71418451507509e+002°)
5.01187233627265e+002	(4.00839191232701e+001dB,1.71210454450980e+002°)
5.12861383991358e+002	(4.00857603653350e+001dB,1.70997603523594e+002°)
5.24807460249765e+002	(4.00876868896427e+001dB,1.70779771948486e+002°)
5.37031796370245e+002	(4.00897025571909e+001dB,1.70556829303372e+002°)
5.49540873857617e+002	(4.00918113965687e+001dB,1.70328641376904e+002°)
5.62341325190341e+002	(4.00940176086671e+001dB,1.70095070022035e+002°)
5.75439937337149e+002	(4.00963255742459e+001dB,1.69855972995502e+002°)
5.88843655355581e+002	(4.00987398593861e+001dB,1.69611203794619e+002°)
6.02559586074349e+002	(4.01012652240070e+001dB,1.69360611482007e+002°)
6.16595001861474e+002	(4.01039066261416e+001dB,1.69104040500672e+002°)
6.30957344480184e+002	(4.01066692310422e+001dB,1.68841330481355e+002°)
6.45654229034647e+002	(4.01095584167981e+001dB,1.68572316036722e+002°)
6.60693448007587e+002	(4.01125797817461e+001dB,1.68296826545283e+002°)
6.76082975391972e+002	(4.01157391508166e+001dB,1.68014685922216e+002°)
6.91830970918927e+002	(4.01190425828280e+001dB,1.67725712379549e+002°)
7.07945784384128e+002	(4.01224963779487e+001dB,1.67429718167575e+002°)
7.24435960074980e+002	(4.01261070827975e+001dB,1.67126509306285e+002°)
7.41310241300907e+002	(4.01298814982253e+001dB,1.66815885298355e+002°)
7.58577575029173e+002	(4.01338266847920e+001dB,1.66497638825098e+002°)
7.76247116628681e+002	(4.01379499692279e+001dB,1.66171555424582e+002°)
7.94328234724270e+002	(4.01422589496099e+001dB,1.65837413150550e+002°)
8.12830516164088e+002	(4.01467615000472e+001dB,1.65494982209690e+002°)
8.31763771102659e+002	(4.01514657756633e+001dB,1.65144024577649e+002°)
8.51138038202364e+002	(4.01563802156526e+001dB,1.64784293589426e+002°)
8.70963589956068e+002	(4.01615135460195e+001dB,1.64415533507585e+002°)
8.91250938133733e+002	(4.01668747817120e+001dB,1.64037479057441e+002°)
9.12010839355897e+002	(4.01724732266499e+001dB,1.63649854940862e+002°)
9.33254300796978e+002	(4.01783184722329e+001dB,1.63252375310397e+002°)
9.54992586021422e+002	(4.01844203955201e+001dB,1.62844743216172e+002°)
9.77237220955797e+002	(4.01907891538646e+001dB,1.62426650014337e+002°)
9.99999999999986e+002	(4.01974351777158e+001dB,1.61997774738623e+002°)
1.02329299228074e+003	(4.02043691618786e+001dB,1.61557783426040e+002°)
1.04712854805088e+003	(4.02116020516440e+001dB,1.61106328409190e+002°)
1.07151930523759e+003	(4.02191450267691e+001dB,1.60643047548726e+002°)
1.09647819614317e+003	(4.02270094826504e+001dB,1.60167563426016e+002°)
1.12201845430195e+003	(4.02352070035250e+001dB,1.59679482479256e+002°)
1.14815362149687e+003	(4.02437493334675e+001dB,1.59178394079010e+002°)
1.17489755493951e+003	(4.02526483403670e+001dB,1.58663869550255e+002°)
1.20226443461740e+003	(4.02619159729174e+001dB,1.58135461120305e+002°)
1.23026877081236e+003	(4.02715642092342e+001dB,1.57592700810785e+002°)
1.25892541179415e+003	(4.02816049981010e+001dB,1.57035099241776e+002°)
1.28824955169311e+003	(4.02920501888801e+001dB,1.56462144371899e+002°)
1.31825673855639e+003	(4.03029114507011e+001dB,1.55873300145612e+002°)
1.34896288259163e+003	(4.03142001772516e+001dB,1.55268005064401e+002°)
1.38038426460286e+003	(4.03259273783850e+001dB,1.54645670656269e+002°)
1.41253754462273e+003	(4.03381035540353e+001dB,1.54005679857812e+002°)
1.44543977074591e+003	(4.03507385489335e+001dB,1.53347385295231e+002°)
1.47910838816819e+003	(4.03638413867070e+001dB,1.52670107455302e+002°)
1.51356124843619e+003	(4.03774200772153e+001dB,1.51973132756411e+002°)
1.54881661891246e+003	(4.03914813991993e+001dB,1.51255711507602e+002°)
1.58489319246109e+003	(4.04060306481940e+001dB,1.50517055749758e+002°)
1.62181009735891e+003	(4.04210713520995e+001dB,1.49756336993161e+002°)
1.65958690743754e+003	(4.04366049445567e+001dB,1.48972683831668e+002°)
1.69824365246172e+003	(4.04526303934893e+001dB,1.48165179458356e+002°)
1.73780082874935e+003	(4.04691437797607e+001dB,1.47332859068219e+002°)
1.77827941003890e+003	(4.04861378159932e+001dB,1.46474707172054e+002°)
1.81970085860996e+003	(4.05036013033110e+001dB,1.45589654821394e+002°)
1.86208713666284e+003	(4.05215185140142e+001dB,1.44676576780427e+002°)
1.90546071796322e+003	(4.05398684944350e+001dB,1.43734288643404e+002°)
1.94984459975802e+003	(4.05586242740601e+001dB,1.42761543958911e+002°)
1.99526231496885e+003	(4.05777519776041e+001dB,1.41757031379258e+002°)
2.04173794466950e+003	(4.05972098206241e+001dB,1.40719371902428e+002°)
2.08929613085401e+003	(4.06169469827672e+001dB,1.39647116272515e+002°)
2.13796208950220e+003	(4.06369023424467e+001dB,1.38538742615616e+002°)
2.18776162394952e+003	(4.06570030613192e+001dB,1.37392654421787e+002°)
2.23872113856830e+003	(4.06771630042187e+001dB,1.36207179004019e+002°)
2.29086765276774e+003	(4.06972809798636e+001dB,1.34980566582072e+002°)
2.34422881531989e+003	(4.07172387933861e+001dB,1.33710990182831e+002°)
2.39883291901945e+003	(4.07368990941447e+001dB,1.32396546577827e+002°)
2.45470891568499e+003	(4.07561030134040e+001dB,1.31035258541929e+002°)
2.51188643150954e+003	(4.07746675861741e+001dB,1.29625078709941e+002°)
2.57039578276882e+003	(4.07923829549871e+001dB,1.28163895430418e+002°)
2.63026799189534e+003	(4.08090093674203e+001dB,1.26649541008746e+002°)
2.69153480392687e+003	(4.08242739803433e+001dB,1.25079802827998e+002°)
2.75422870333812e+003	(4.08378675037666e+001dB,1.23452437840319e+002°)
2.81838293126441e+003	(4.08494407326150e+001dB,1.21765191041170e+002°)
2.88403150312656e+003	(4.08586010350851e+001dB,1.20015818488900e+002°)
2.95120922666634e+003	(4.08649088857311e+001dB,1.18202115503559e+002°)
3.01995172040197e+003	(4.08678745750751e+001dB,1.16321950648880e+002°)
3.09029543251354e+003	(4.08669552479074e+001dB,1.14373306005235e+002°)
3.16227766016833e+003	(4.08615524652305e+001dB,1.12354324175614e+002°)
3.23593656929623e+003	(4.08510105307494e+001dB,1.10263362227600e+002°)
3.31131121482586e+003	(4.08346158479241e+001dB,1.08099052497085e+002°)
3.38844156139197e+003	(4.08115976217526e+001dB,1.05860369789656e+002°)
3.46736850452526e+003	(4.07811302319846e+001dB,1.03546704000668e+002°)
3.54813389233570e+003	(4.07423376212559e+001dB,1.01157936563629e+002°)
3.63078054770095e+003	(4.06943000140365e+001dB,9.86945183947088e+001°)
3.71535229097166e+003	(4.06360632403988e+001dB,9.61575462478099e+001°)
3.80189396320555e+003	(4.05666508386247e+001dB,9.35488336136170e+001°)
3.89045144994274e+003	(4.04850789898049e+001dB,9.08709716193262e+001°)
3.98107170553491e+003	(4.03903741366467e+001dB,8.81273748967245e+001°)
4.07380277804106e+003	(4.02815929412532e+001dB,8.53223072643882e+001°)
4.16869383470328e+003	(4.01578439762478e+001dB,8.24608823770973e+001°)
4.26579518801586e+003	(4.00183103137727e+001dB,7.95490353033318e+001°)
4.36515832240159e+003	(3.98622719539693e+001dB,7.65934624887881e+001°)
4.46683592150956e+003	(3.96891268867581e+001dB,7.36015293901273e+001°)
4.57088189614867e+003	(3.94984095331999e+001dB,7.05811475268264e+001°)
4.67735141287190e+003	(3.92898053622620e+001dB,6.75406250482630e+001°)
4.78630092322630e+003	(3.90631606852874e+001dB,6.44884973208534e+001°)
4.89778819368438e+003	(3.88184869205615e+001dB,6.14333458194892e+001°)
5.01187233627264e+003	(3.85559590198382e+001dB,5.83836147943015e+001°)
5.12861383991356e+003	(3.82759081735146e+001dB,5.53474353516314e+001°)
5.24807460249764e+003	(3.79788093214298e+001dB,5.23324659141609e+001°)
5.37031796370244e+003	(3.76652643489034e+001dB,4.93457564292864e+001°)
5.49540873857615e+003	(3.73359820936641e+001dB,4.63936416121297e+001°)
5.62341325190340e+003	(3.69917564081022e+001dB,4.34816660019440e+001°)
5.75439937337147e+003	(3.66334435190219e+001dB,4.06145412693120e+001°)
5.88843655355579e+003	(3.62619398264450e+001dB,3.77961339602446e+001°)
6.02559586074347e+003	(3.58781610776005e+001dB,3.50294803297386e+001°)
6.16595001861472e+003	(3.54830236374571e+001dB,3.23168236277822e+001°)
6.30957344480182e+003	(3.50774283149168e+001dB,2.96596688399040e+001°)
6.45654229034644e+003	(3.46622469819475e+001dB,2.70588496960930e+001°)
6.60693448007585e+003	(3.42383120210308e+001dB,2.45146031626119e+001°)
6.76082975391970e+003	(3.38064084714387e+001dB,2.20266472005457e+001°)
6.91830970918925e+003	(3.33672686508373e+001dB,1.95942583666457e+001°)
7.07945784384126e+003	(3.29215689410154e+001dB,1.72163465443894e+001°)
7.24435960074977e+003	(3.24699284110849e+001dB,1.48915248830073e+001°)
7.41310241300905e+003	(3.20129089374222e+001dB,1.26181737393079e+001°)
7.58577575029170e+003	(3.15510164991449e+001dB,1.03944978518177e+001°)
7.76247116628678e+003	(3.10847033608226e+001dB,8.21857657577627e+000°)
7.94328234724268e+003	(3.06143708868795e+001dB,6.08840722444961e+000°)
8.12830516164085e+003	(3.01403727772970e+001dB,4.00194186989972e+000°)
8.31763771102656e+003	(2.96630185434503e+001dB,1.95711805862201e+000°)
8.51138038202362e+003	(2.91825770919175e+001dB,-4.81159292603998e-002°)
8.70963589956065e+003	(2.86992803048759e+001dB,-2.01578075255760e+000°)
8.91250938133730e+003	(2.82133265348248e+001dB,-3.94784992622448e+000°)
9.12010839355894e+003	(2.77248839654725e+001dB,-5.84623744494924e+000°)
9.33254300796975e+003	(2.72340937892129e+001dB,-7.71278856610338e+000°)
9.54992586021419e+003	(2.67410731850451e+001dB,-9.54927323771386e+000°)
9.77237220955794e+003	(2.62459180805227e+001dB,-1.13573817689672e+001°)
9.99999999999983e+003	(2.57487056987849e+001dB,-1.31387222863386e+001°)
1.02329299228074e+004	(2.52494968838668e+001dB,-1.48948197496287e+001°)
1.04712854805088e+004	(2.47483382188834e+001dB,-1.66271161481045e+001°)
1.07151930523759e+004	(2.42452639485637e+001dB,-1.83369716599471e+001°)
1.09647819614317e+004	(2.37402977026760e+001dB,-2.00256666046081e+001°)
1.12201845430194e+004	(2.32334540562643e+001dB,-2.16944039534490e+001°)
1.14815362149686e+004	(2.27247399181244e+001dB,-2.33443123224552e+001°)
1.17489755493951e+004	(2.22141557706048e+001dB,-2.49764492946842e+001°)
1.20226443461739e+004	(2.17016967724366e+001dB,-2.65918049638201e+001°)
1.23026877081236e+004	(2.11873537385417e+001dB,-2.81913056521205e+001°)
1.25892541179415e+004	(2.06711139972872e+001dB,-2.97758177187972e+001°)
1.28824955169311e+004	(2.01529621510043e+001dB,-3.13461514301356e+001°)
1.31825673855638e+004	(1.96328807353211e+001dB,-3.29030648115591e+001°)
1.34896288259163e+004	(1.91108507965974e+001dB,-3.44472674664490e+001°)
1.38038426460286e+004	(1.85868523879063e+001dB,-3.59794243813602e+001°)
1.41253754462273e+004	(1.80608649935021e+001dB,-3.75001596205589e+001°)
1.44543977074590e+004	(1.75328678957548e+001dB,-3.90100599281337e+001°)
1.47910838816818e+004	(1.70028404729374e+001dB,-4.05096782499238e+001°)
1.51356124843618e+004	(1.64707624523160e+001dB,-4.19995371254586e+001°)
1.54881661891245e+004	(1.59366141123953e+001dB,-4.34801319870847e+001°)
1.58489319246109e+004	(1.54003764450644e+001dB,-4.49519342810039e+001°)
1.62181009735890e+004	(1.48620312737646e+001dB,-4.64153945354605e+001°)
1.65958690743753e+004	(1.43215613415597e+001dB,-4.78709452344218e+001°)
1.69824365246171e+004	(1.37789503657366e+001dB,-4.93190036269894e+001°)
1.73780082874934e+004	(1.32341830641025e+001dB,-5.07599743419411e+001°)
1.77827941003889e+004	(1.26872451614821e+001dB,-5.21942519301493e+001°)
1.81970085860995e+004	(1.21381233641328e+001dB,-5.36222232710912e+001°)
1.86208713666283e+004	(1.15868053273265e+001dB,-5.50442698376160e+001°)
1.90546071796321e+004	(1.10332795969013e+001dB,-5.64607698852338e+001°)
1.94984459975801e+004	(1.04775355424617e+001dB,-5.78721004945703e+001°)
1.99526231496884e+004	(9.91956327541137e+000dB,-5.92786395394201e+001°)
2.04173794466949e+004	(9.35935356140699e+000dB,-6.06807675169864e+001°)
2.08929613085400e+004	(8.79689771953232e+000dB,-6.20788693527355e+001°)
2.13796208950219e+004	(8.23218752087362e+000dB,-6.34733360482726e+001°)
2.18776162394951e+004	(7.66521508394325e+000dB,-6.48645663022092e+001°)
2.23872113856830e+004	(7.09597276190234e+000dB,-6.62529680568675e+001°)
2.29086765276773e+004	(6.52445303741701e+000dB,-6.76389599674646e+001°)
2.34422881531988e+004	(5.95064841440964e+000dB,-6.90229728468522e+001°)
2.39883291901945e+004	(5.37455131261383e+000dB,-7.04054510741524e+001°)
2.45470891568499e+004	(4.79615397231795e+000dB,-7.17868539401313e+001°)
2.51188643150954e+004	(4.21544835812101e+000dB,-7.31676570435352e+001°)
2.57039578276882e+004	(3.63242607388901e+000dB,-7.45483536312676e+001°)
2.63026799189533e+004	(3.04707829063411e+000dB,-7.59294559648493e+001°)
2.69153480392687e+004	(2.45939567564564e+000dB,-7.73114967363252e+001°)
2.75422870333812e+004	(1.86936834759603e+000dB,-7.86950304740911e+001°)
2.81838293126440e+004	(1.27698583368254e+000dB,-8.00806350492873e+001°)
2.88403150312655e+004	(6.82237049516961e-001dB,-8.14689132211062e+001°)
2.95120922666633e+004	(8.51102945769288e-002dB,-8.28604942827858e+001°)
3.01995172040196e+004	(-5.14406730023412e-001dB,-8.42560357805333e+001°)
3.09029543251353e+004	(-1.11632688628205e+000dB,-8.56562253901861e+001°)
3.16227766016832e+004	(-1.72066353075587e+000dB,-8.70617828709462e+001°)
3.23593656929622e+004	(-2.32743042785748e+000dB,-8.84734622176574e+001°)
3.31131121482585e+004	(-2.93664162516912e+000dB,-8.98920539599323e+001°)
3.38844156139196e+004	(-3.54831129787738e+000dB,-9.13183876349579e+001°)
3.46736850452525e+004	(-4.16245355389850e+000dB,-9.27533344933482e+001°)
3.54813389233569e+004	(-4.77908219296827e+000dB,-9.41978103839328e+001°)
3.63078054770095e+004	(-5.39821041712881e+000dB,-9.56527789052952e+001°)
3.71535229097166e+004	(-6.01985049398021e+000dB,-9.71192548108063e+001°)
3.80189396320554e+004	(-6.64401334658456e+000dB,-9.85983076684023e+001°)
3.89045144994273e+004	(-7.27070807873942e+000dB,-1.00091065802891e+002°)
3.98107170553490e+004	(-7.89994141874135e+000dB,-1.01598720534211e+002°)
4.07380277804105e+004	(-8.53171707701826e+000dB,-1.03122530716453e+002°)
4.16869383470328e+004	(-9.16603499348231e+000dB,-1.04663827562871e+002°)
4.26579518801585e+004	(-9.80289047424659e+000dB,-1.06224019770968e+002°)
4.36515832240158e+004	(-1.04422731923705e+001dB,-1.07804598917898e+002°)
4.46683592150955e+004	(-1.10841660410740e+001dB,-1.09407145104768e+002°)
4.57088189614866e+004	(-1.17285438112333e+001dB,-1.11033332806311e+002°)
4.67735141287189e+004	(-1.23753716804508e+001dB,-1.12684936851044e+002°)
4.78630092322629e+004	(-1.30246034770792e+001dB,-1.14363838459830e+002°)
4.89778819368437e+004	(-1.36761796986043e+001dB,-1.16072031200887e+002°)
5.01187233627263e+004	(-1.43300252589042e+001dB,-1.17811626753581e+002°)
5.12861383991355e+004	(-1.49860469150352e+001dB,-1.19584860176227e+002°)
5.24807460249763e+004	(-1.56441303492315e+001dB,-1.21394094505546e+002°)
5.37031796370243e+004	(-1.63041368777046e+001dB,-1.23241824309666e+002°)
5.49540873857614e+004	(-1.69658997340264e+001dB,-1.25130677750391e+002°)
5.62341325190338e+004	(-1.76292199124304e+001dB,-1.27063416677142e+002°)
5.75439937337146e+004	(-1.82938615225387e+001dB,-1.29042934038155e+002°)
5.88843655355578e+004	(-1.89595466608075e+001dB,-1.31072247883584e+002°)
6.02559586074346e+004	(-1.96259497820471e+001dB,-1.33154491036246e+002°)
6.16595001861470e+004	(-2.02926915837236e+001dB,-1.35292895234575e+002°)
6.30957344480181e+004	(-2.09593324668802e+001dB,-1.37490768617396e+002°)
6.45654229034643e+004	(-2.16253656513844e+001dB,-1.39751465015493e+002°)
6.60693448007583e+004	(-2.22902100982493e+001dB,-1.42078343579574e+002°)
6.76082975391969e+004	(-2.29532034413647e+001dB,-1.44474716983584e+002°)
6.91830970918923e+004	(-2.36135952447033e+001dB,-1.46943786733901e+002°)
7.07945784384124e+004	(-2.42705409727432e+001dB,-1.49488563950338e+002°)
7.24435960074976e+004	(-2.49230971935229e+001dB,-1.52111774569750e+002°)
7.41310241300903e+004	(-2.55702186530795e+001dB,-1.54815748402488e+002°)
7.58577575029169e+004	(-2.62107579759844e+001dB,-1.57602292471373e+002°)
7.76247116628677e+004	(-2.68434688410764e+001dB,-1.60472550372924e+002°)
7.94328234724266e+004	(-2.74670135299788e+001dB,-1.63426851052889e+002°)
8.12830516164083e+004	(-2.80799757399381e+001dB,-1.66464552654034e+002°)
8.31763771102655e+004	(-2.86808793971617e+001dB,-1.69583889276078e+002°)
8.51138038202360e+004	(-2.92682139521599e+001dB,-1.72781830959073e+002°)
8.70963589956063e+004	(-2.98404662278417e+001dB,-1.76053969233230e+002°)
8.91250938133728e+004	(-3.03961582757197e+001dB,-1.79394441817994e+002°)
9.12010839355892e+004	(-3.09338900302988e+001dB,1.77204089940384e+002°)
9.33254300796973e+004	(-3.14523847679425e+001dB,1.73750399117171e+002°)
9.54992586021417e+004	(-3.19505346971029e+001dB,1.70254578709896e+002°)
9.77237220955791e+004	(-3.24274435065162e+001dB,1.66727852224485e+002°)
9.99999999999980e+004	(-3.28824625122096e+001dB,1.63182313952598e+002°)
1.02329299228073e+005	(-3.33152172752412e+001dB,1.59630611431542e+002°)
1.04712854805088e+005	(-3.37256222640277e+001dB,1.56085588890200e+002°)
1.07151930523758e+005	(-3.41138821687735e+001dB,1.52559915599529e+002°)
1.09647819614316e+005	(-3.44804797384021e+001dB,1.49065725127894e+002°)
1.12201845430194e+005	(-3.48261513372939e+001dB,1.45614289640236e+002°)
1.14815362149686e+005	(-3.51518524848505e+001dB,1.42215749522727e+002°)
1.17489755493951e+005	(-3.54587164155625e+001dB,1.38878911767037e+002°)
1.20226443461739e+005	(-3.57480090015999e+001dB,1.35611123037999e+002°)
1.23026877081236e+005	(-3.60210832700502e+001dB,1.32418216364588e+002°)
1.25892541179414e+005	(-3.62793362983993e+001dB,1.29304524120017e+002°)
1.28824955169311e+005	(-3.65241705866066e+001dB,1.26272946010529e+002°)
1.31825673855638e+005	(-3.67569612768495e+001dB,1.23325058769281e+002°)
1.34896288259163e+005	(-3.69790298424584e+001dB,1.20461253645465e+002°)
1.38038426460286e+005	(-3.71916242891348e+001dB,1.17680889268758e+002°)
1.41253754462273e+005	(-3.73959054463913e+001dB,1.14982449018701e+002°)
